serie;nome;numero
EX La Leggenda di Mew;Energia Reazione;82/92
EX La Leggenda di Mew;Arcanine ex;83/92
EX La Leggenda di Mew;Armaldo ex;84/92
EX La Leggenda di Mew;Banette ex;85/92
EX La Leggenda di Mew;Dustox ex;86/92
EX La Leggenda di Mew;Flygon ex;87/92
EX La Leggenda di Mew;Mew ex;88/92
EX La Leggenda di Mew;Walrein ex;89/92
EX La Leggenda di Mew;Regice;90/92
EX La Leggenda di Mew;Regirock;91/92
EX La Leggenda di Mew;Registeel;92/92
EX La Leggenda di Mew;Pikachu ?;93/92
EX Leggende Nascoste;Banette;1/101
EX Leggende Nascoste;Claydol;2/101
EX Leggende Nascoste;Crobat;3/101
EX Leggende Nascoste;Dark Celebi;4/101
EX Leggende Nascoste;Electrode;5/101
EX Leggende Nascoste;Exploud;6/101
EX Leggende Nascoste;Heracross;7/101
EX Leggende Nascoste;Jirachi;8/101
EX Leggende Nascoste;Machamp;9/101
EX Leggende Nascoste;Medicham;10/101
EX Leggende Nascoste;Metagross;11/101
EX Leggende Nascoste;Milotic;12/101
EX Leggende Nascoste;Pinsir;13/101
EX Leggende Nascoste;Shiftry;14/101
EX Leggende Nascoste;Walrein;15/101
EX Leggende Nascoste;Bellossom;16/101
EX Leggende Nascoste;Chimecho;17/101
EX Leggende Nascoste;Gorebyss;18/101
EX Leggende Nascoste;Huntail;19/101
EX Leggende Nascoste;Masquerain;20/101
EX Leggende Nascoste;Metang;21/101
EX Leggende Nascoste;Ninetales;22/101
EX Leggende Nascoste;Castform Pioggia;23/101
EX Leggende Nascoste;Relicanth;24/101
EX Leggende Nascoste;Castform Neve;25/101
EX Leggende Nascoste;Castform Sole;26/101
EX Leggende Nascoste;Tropius;27/101
EX Leggende Nascoste;Beldum;28/101
EX Leggende Nascoste;Beldum;29/101
EX Leggende Nascoste;Castform;30/101
EX Leggende Nascoste;Claydol;31/101
EX Leggende Nascoste;Corsola;32/101
EX Leggende Nascoste;Dodrio;33/101
EX Leggende Nascoste;Glalie;34/101
EX Leggende Nascoste;Gloom;35/101
EX Leggende Nascoste;Golbat;36/101
EX Leggende Nascoste;Igglybuff;37/101
EX Leggende Nascoste;Lanturn;38/101
EX Leggende Nascoste;Loudred;39/101
EX Leggende Nascoste;Luvdisc;40/101
EX Leggende Nascoste;Machoke;41/101
EX Leggende Nascoste;Medicham;42/101
EX Leggende Nascoste;Metang;43/101
EX Leggende Nascoste;Metang;44/101
EX Leggende Nascoste;Nuzleaf;45/101
EX Leggende Nascoste;Rhydon;46/101
EX Leggende Nascoste;Sealeo;47/101
EX Leggende Nascoste;Spinda;48/101
EX Leggende Nascoste;Starmie;49/101
EX Leggende Nascoste;Swalot;50/101
EX Leggende Nascoste;Tentacruel;51/101
EX Leggende Nascoste;Baltoy;52/101
EX Leggende Nascoste;Baltoy;53/101
EX Leggende Nascoste;Beldum;54/101
EX Leggende Nascoste;Chikorita;55/101
EX Leggende Nascoste;Chinchou;56/101
EX Leggende Nascoste;Chinchou;57/101
EX Leggende Nascoste;Clamperl;58/101
EX Leggende Nascoste;Cyndaquil;59/101
EX Leggende Nascoste;Doduo;60/101
EX Leggende Nascoste;Feebas;61/101
EX Leggende Nascoste;Gulpin;62/101
EX Leggende Nascoste;Jigglypuff;63/101
EX Leggende Nascoste;Machop;64/101
EX Leggende Nascoste;Meditite;65/101
EX Leggende Nascoste;Meditite;66/101
EX Leggende Nascoste;Minun;67/101
EX Leggende Nascoste;Oddish;68/101
EX Leggende Nascoste;Plusle;69/101
EX Leggende Nascoste;Rhyhorn;70/101
EX Leggende Nascoste;Seedot;71/101
EX Leggende Nascoste;Shuppet;72/101
EX Leggende Nascoste;Snorunt;73/101
EX Leggende Nascoste;Spheal;74/101
EX Leggende Nascoste;Staryu;75/101
EX Leggende Nascoste;Surskit;76/101
EX Leggende Nascoste;Tentacool;77/101
EX Leggende Nascoste;Togepi;78/101
EX Leggende Nascoste;Totodile;79/101
EX Leggende Nascoste;Voltorb;80/101
EX Leggende Nascoste;Vulpix;81/101
EX Leggende Nascoste;Whismur;82/101
EX Leggende Nascoste;Zubat;83/101
EX Leggende Nascoste;Antico Macchinario Tecnico [Ghiaccio];84/101
EX Leggende Nascoste;Antico Macchinario Tecnico [Roccia];85/101
EX Leggende Nascoste;Antico Macchinario Tecnico [Acciaio];86/101
EX Leggende Nascoste;Tomba Antica;87/101
EX Leggende Nascoste;Rovine Desertiche;88/101
EX Leggende Nascoste;Isola Caverna;89/101
EX Leggende Nascoste;Erba Vita;90/101
EX Leggende Nascoste;Tempesta Magnetica;91/101
EX Leggende Nascoste;Consiglio di Rocco;92/101
EX Leggende Nascoste;Groudon ex;93/101
EX Leggende Nascoste;Kyogre ex;94/101
EX Leggende Nascoste;Metagross ex;95/101
EX Leggende Nascoste;Ninetales ex;96/101
EX Leggende Nascoste;Regice ex;97/101
EX Leggende Nascoste;Regirock ex;98/101
EX Leggende Nascoste;Registeel ex;99/101
EX Leggende Nascoste;Vileplume ex;100/101
EX Leggende Nascoste;Wigglytuff ex;101/101
EX Leggende Nascoste;Groudon;102/101
EX RossoFuoco e VerdeFoglia;Beedrill;1/112
EX RossoFuoco e VerdeFoglia;Butterfree;2/112
EX RossoFuoco e VerdeFoglia;Dewgong;3/112
EX RossoFuoco e VerdeFoglia;Ditto;4/112
EX RossoFuoco e VerdeFoglia;Exeggutor;5/112
EX RossoFuoco e VerdeFoglia;Kangaskhan;6/112
EX RossoFuoco e VerdeFoglia;Marowak;7/112
EX RossoFuoco e VerdeFoglia;Nidoking;8/112
EX RossoFuoco e VerdeFoglia;Nidoqueen;9/112
EX RossoFuoco e VerdeFoglia;Pidgeot;10/112
EX RossoFuoco e VerdeFoglia;Poliwrath;11/112
EX RossoFuoco e VerdeFoglia;Raichu;12/112
EX RossoFuoco e VerdeFoglia;Rapidash;13/112
EX RossoFuoco e VerdeFoglia;Slowbro;14/112
EX RossoFuoco e VerdeFoglia;Snorlax;15/112
EX RossoFuoco e VerdeFoglia;Tauros;16/112
EX RossoFuoco e VerdeFoglia;Victreebel;17/112
EX RossoFuoco e VerdeFoglia;Arcanine;18/112
EX RossoFuoco e VerdeFoglia;Chansey;19/112
EX RossoFuoco e VerdeFoglia;Cloyster;20/112
EX RossoFuoco e VerdeFoglia;Dodrio;21/112
EX RossoFuoco e VerdeFoglia;Dugtrio;22/112
EX RossoFuoco e VerdeFoglia;Farfetch'd;23/112
EX RossoFuoco e VerdeFoglia;Fearow;24/112
EX RossoFuoco e VerdeFoglia;Hypno;25/112
EX RossoFuoco e VerdeFoglia;Kingler;26/112
EX RossoFuoco e VerdeFoglia;Magneton;27/112
EX RossoFuoco e VerdeFoglia;Primeape;28/112
EX RossoFuoco e VerdeFoglia;Scyther;29/112
EX RossoFuoco e VerdeFoglia;Tangela;30/112
EX RossoFuoco e VerdeFoglia;Charmeleon;31/112
EX RossoFuoco e VerdeFoglia;Drowzee;32/112
EX RossoFuoco e VerdeFoglia;Exeggcute;33/112
EX RossoFuoco e VerdeFoglia;Haunter;34/112
EX RossoFuoco e VerdeFoglia;Ivysaur;35/112
EX RossoFuoco e VerdeFoglia;Kakuna;36/112
EX RossoFuoco e VerdeFoglia;Lickitung;37/112
EX RossoFuoco e VerdeFoglia;Mankey;38/112
EX RossoFuoco e VerdeFoglia;Metapod;39/112
EX RossoFuoco e VerdeFoglia;Nidorina;40/112
EX RossoFuoco e VerdeFoglia;Nidorino;41/112
EX RossoFuoco e VerdeFoglia;Onix;42/112
EX RossoFuoco e VerdeFoglia;Parasect;43/112
EX RossoFuoco e VerdeFoglia;Persian;44/112
EX RossoFuoco e VerdeFoglia;Pidgeotto;45/112
EX RossoFuoco e VerdeFoglia;Poliwhirl;46/112
EX RossoFuoco e VerdeFoglia;Porygon;47/112
EX RossoFuoco e VerdeFoglia;Raticate;48/112
EX RossoFuoco e VerdeFoglia;Venomoth;49/112
EX RossoFuoco e VerdeFoglia;Wartortle;50/112
EX RossoFuoco e VerdeFoglia;Weepinbell;51/112
EX RossoFuoco e VerdeFoglia;Wigglytuff;52/112
EX RossoFuoco e VerdeFoglia;Bellsprout;53/112
EX RossoFuoco e VerdeFoglia;Bulbasaur;54/112
EX RossoFuoco e VerdeFoglia;Bulbasaur;55/112
EX RossoFuoco e VerdeFoglia;Caterpie;56/112
EX RossoFuoco e VerdeFoglia;Charmander;57/112
EX RossoFuoco e VerdeFoglia;Charmander;58/112
EX RossoFuoco e VerdeFoglia;Clefairy;59/112
EX RossoFuoco e VerdeFoglia;Cubone;60/112
EX RossoFuoco e VerdeFoglia;Diglett;61/112
EX RossoFuoco e VerdeFoglia;Doduo;62/112
EX RossoFuoco e VerdeFoglia;Gastly;63/112
EX RossoFuoco e VerdeFoglia;Growlithe;64/112
EX RossoFuoco e VerdeFoglia;Jigglypuff;65/112
EX RossoFuoco e VerdeFoglia;Krabby;66/112
EX RossoFuoco e VerdeFoglia;Magikarp;67/112
EX RossoFuoco e VerdeFoglia;Magnemite;68/112
EX RossoFuoco e VerdeFoglia;Meowth;69/112
EX RossoFuoco e VerdeFoglia;Nidoran?;70/112
EX RossoFuoco e VerdeFoglia;Nidoran?;71/112
EX RossoFuoco e VerdeFoglia;Paras;72/112
EX RossoFuoco e VerdeFoglia;Pidgey;73/112
EX RossoFuoco e VerdeFoglia;Pikachu;74/112
EX RossoFuoco e VerdeFoglia;Poliwag;75/112
EX RossoFuoco e VerdeFoglia;Ponyta;76/112
EX RossoFuoco e VerdeFoglia;Rattata;77/112
EX RossoFuoco e VerdeFoglia;Seel;78/112
EX RossoFuoco e VerdeFoglia;Shellder;79/112
EX RossoFuoco e VerdeFoglia;Slowpoke;80/112
EX RossoFuoco e VerdeFoglia;Spearow;81/112
EX RossoFuoco e VerdeFoglia;Squirtle;82/112
EX RossoFuoco e VerdeFoglia;Squirtle;83/112
EX RossoFuoco e VerdeFoglia;Venonat;84/112
EX RossoFuoco e VerdeFoglia;Voltorb;85/112
EX RossoFuoco e VerdeFoglia;Weedle;86/112
EX RossoFuoco e VerdeFoglia;Sostegno di Bill;87/112
EX RossoFuoco e VerdeFoglia;Network di Celio;88/112
EX RossoFuoco e VerdeFoglia;Rimozione di Energia 2;89/112
EX RossoFuoco e VerdeFoglia;Scambio di Energia;90/112
EX RossoFuoco e VerdeFoglia;Distribuzione di Esperienza;91/112
EX RossoFuoco e VerdeFoglia;Grande Palla;92/112
EX RossoFuoco e VerdeFoglia;Erba Vita;93/112
EX RossoFuoco e VerdeFoglia;Monte Luna;94/112
EX RossoFuoco e VerdeFoglia;Pok Ball;95/112
EX RossoFuoco e VerdeFoglia;Pok Dex HANDY909;96/112
EX RossoFuoco e VerdeFoglia;Contropiede Pok mon;97/112
EX RossoFuoco e VerdeFoglia;La Ricerca del Professor Oak;98/112
EX RossoFuoco e VerdeFoglia;Super Recupero;99/112
EX RossoFuoco e VerdeFoglia;Cercasfide;100/112
EX RossoFuoco e VerdeFoglia;Pozione Magica;101/112
EX RossoFuoco e VerdeFoglia;Scambio;102/112
EX RossoFuoco e VerdeFoglia;Multienergia;103/112
EX RossoFuoco e VerdeFoglia;Blastoise ex;104/112
EX RossoFuoco e VerdeFoglia;Charizard ex;105/112
EX RossoFuoco e VerdeFoglia;Clefable ex;106/112
EX RossoFuoco e VerdeFoglia;Electrode ex;107/112
EX RossoFuoco e VerdeFoglia;Gengar ex;108/112
EX RossoFuoco e VerdeFoglia;Gyarados ex;109/112
EX RossoFuoco e VerdeFoglia;Mr. Mime ex;110/112
EX RossoFuoco e VerdeFoglia;Mr. Mime ex;111/112
EX RossoFuoco e VerdeFoglia;Venusaur ex;112/112
EX RossoFuoco e VerdeFoglia;Charmander;113/112
EX RossoFuoco e VerdeFoglia;Articuno ex;114/112
EX RossoFuoco e VerdeFoglia;Moltres ex;115/112
EX RossoFuoco e VerdeFoglia;Zapdos ex;116/112
EX Rubino & Zaffiro;Aggron;1/109
EX Rubino & Zaffiro;Beautifly;2/109
EX Rubino & Zaffiro;Blaziken;3/109
EX Rubino & Zaffiro;Camerupt;4/109
EX Rubino & Zaffiro;Delcatty;5/109
EX Rubino & Zaffiro;Dustox;6/109
EX Rubino & Zaffiro;Gardevoir;7/109
EX Rubino & Zaffiro;Hariyama;8/109
EX Rubino & Zaffiro;Manectric;9/109
EX Rubino & Zaffiro;Mightyena;10/109
EX Rubino & Zaffiro;Sceptile;11/109
EX Rubino & Zaffiro;Slaking;12/109
EX Rubino & Zaffiro;Swampert;13/109
EX Rubino & Zaffiro;Wailord;14/109
EX Rubino & Zaffiro;Blaziken;15/109
EX Rubino & Zaffiro;Breloom;16/109
EX Rubino & Zaffiro;Donphan;17/109
EX Rubino & Zaffiro;Nosepass;18/109
EX Rubino & Zaffiro;Pelipper;19/109
EX Rubino & Zaffiro;Sceptile;20/109
EX Rubino & Zaffiro;Seaking;21/109
EX Rubino & Zaffiro;Sharpedo;22/109
EX Rubino & Zaffiro;Swampert;23/109
EX Rubino & Zaffiro;Weezing;24/109
EX Rubino & Zaffiro;Aron;25/109
EX Rubino & Zaffiro;Cascoon;26/109
EX Rubino & Zaffiro;Combusken;27/109
EX Rubino & Zaffiro;Combusken;28/109
EX Rubino & Zaffiro;Delcatty;29/109
EX Rubino & Zaffiro;Electrike;30/109
EX Rubino & Zaffiro;Grovyle;31/109
EX Rubino & Zaffiro;Grovyle;32/109
EX Rubino & Zaffiro;Hariyama;33/109
EX Rubino & Zaffiro;Kirlia;34/109
EX Rubino & Zaffiro;Kirlia;35/109
EX Rubino & Zaffiro;Lairon;36/109
EX Rubino & Zaffiro;Lairon;37/109
EX Rubino & Zaffiro;Linoone;38/109
EX Rubino & Zaffiro;Manectric;39/109
EX Rubino & Zaffiro;Marshtomp;40/109
EX Rubino & Zaffiro;Marshtomp;41/109
EX Rubino & Zaffiro;Mightyena;42/109
EX Rubino & Zaffiro;Silcoon;43/109
EX Rubino & Zaffiro;Skitty;44/109
EX Rubino & Zaffiro;Slakoth;45/109
EX Rubino & Zaffiro;Swellow;46/109
EX Rubino & Zaffiro;Vigoroth;47/109
EX Rubino & Zaffiro;Wailmer;48/109
EX Rubino & Zaffiro;Aron;49/109
EX Rubino & Zaffiro;Aron;50/109
EX Rubino & Zaffiro;Carvanha;51/109
EX Rubino & Zaffiro;Electrike;52/109
EX Rubino & Zaffiro;Electrike;53/109
EX Rubino & Zaffiro;Koffing;54/109
EX Rubino & Zaffiro;Goldeen;55/109
EX Rubino & Zaffiro;Makuhita;56/109
EX Rubino & Zaffiro;Makuhita;57/109
EX Rubino & Zaffiro;Makuhita;58/109
EX Rubino & Zaffiro;Mudkip;59/109
EX Rubino & Zaffiro;Mudkip;60/109
EX Rubino & Zaffiro;Numel;61/109
EX Rubino & Zaffiro;Phanpy;62/109
EX Rubino & Zaffiro;Poochyena;63/109
EX Rubino & Zaffiro;Poochyena;64/109
EX Rubino & Zaffiro;Poochyena;65/109
EX Rubino & Zaffiro;Ralts;66/109
EX Rubino & Zaffiro;Ralts;67/109
EX Rubino & Zaffiro;Ralts;68/109
EX Rubino & Zaffiro;Shroomish;69/109
EX Rubino & Zaffiro;Skitty;70/109
EX Rubino & Zaffiro;Skitty;71/109
EX Rubino & Zaffiro;Taillow;72/109
EX Rubino & Zaffiro;Torchic;73/109
EX Rubino & Zaffiro;Torchic;74/109
EX Rubino & Zaffiro;Treecko;75/109
EX Rubino & Zaffiro;Treecko;76/109
EX Rubino & Zaffiro;Wingull;77/109
EX Rubino & Zaffiro;Wurmple;78/109
EX Rubino & Zaffiro;Zigzagoon;79/109
EX Rubino & Zaffiro;Rimozione di Energia 2;80/109
EX Rubino & Zaffiro;Ripristina Energia;81/109
EX Rubino & Zaffiro;Scambio di Energia;82/109
EX Rubino & Zaffiro;Lady Outing;83/109
EX Rubino & Zaffiro;Baccaprugna;84/109
EX Rubino & Zaffiro;Baccarancia;85/109
EX Rubino & Zaffiro;Pok Ball;86/109
EX Rubino & Zaffiro;Contropiede Pok mon;87/109
EX Rubino & Zaffiro;Pok Nav;88/109
EX Rubino & Zaffiro;Prof. Birch;89/109
EX Rubino & Zaffiro;Ricerca di Energia;90/109
EX Rubino & Zaffiro;Pozione Magica;91/109
EX Rubino & Zaffiro;Scambio;92/109
EX Rubino & Zaffiro;Energia Oscurit;93/109
EX Rubino & Zaffiro;Energia Metallo;94/109
EX Rubino & Zaffiro;Energia Arcobaleno;95/109
EX Rubino & Zaffiro;Chansey ex;96/109
EX Rubino & Zaffiro;Electabuzz ex;97/109
EX Rubino & Zaffiro;Hitmonchan ex;98/109
EX Rubino & Zaffiro;Lapras ex;99/109
EX Rubino & Zaffiro;Magmar ex;100/109
EX Rubino & Zaffiro;Mewtwo ex;101/109
EX Rubino & Zaffiro;Scyther ex;102/109
EX Rubino & Zaffiro;Sneasel ex;103/109
EX Rubino & Zaffiro;Energia Erba;104/109
EX Rubino & Zaffiro;Energia Combattimento;105/109
EX Rubino & Zaffiro;Energia Acqua;106/109
EX Rubino & Zaffiro;Energia Psiche;107/109
EX Rubino & Zaffiro;Energia Fuoco;108/109
EX Rubino & Zaffiro;Energia Lampo;109/109
EX Smeraldo;Blaziken;1/106
EX Smeraldo;Deoxys [Velocit ];2/106
EX Smeraldo;Exploud;3/106
EX Smeraldo;Gardevoir;4/106
EX Smeraldo;Groudon;5/106
EX Smeraldo;Kyogre;6/106
EX Smeraldo;Manectric;7/106
EX Smeraldo;Milotic;8/106
EX Smeraldo;Rayquaza;9/106
EX Smeraldo;Sceptile;10/106
EX Smeraldo;Swampert;11/106
EX Smeraldo;Chimecho;12/106
EX Smeraldo;Glalie;13/106
EX Smeraldo;Groudon;14/106
EX Smeraldo;Kyogre;15/106
EX Smeraldo;Manectric;16/106
EX Smeraldo;Nosepass;17/106
EX Smeraldo;Relicanth;18/106
EX Smeraldo;Rhydon;19/106
EX Smeraldo;Seviper;20/106
EX Smeraldo;Zangoose;21/106
EX Smeraldo;Breloom;22/106
EX Smeraldo;Camerupt;23/106
EX Smeraldo;Claydol;24/106
EX Smeraldo;Combusken;25/106
EX Smeraldo;Dodrio;26/106
EX Smeraldo;Electrode;27/106
EX Smeraldo;Grovyle;28/106
EX Smeraldo;Grumpig;29/106
EX Smeraldo;Grumpig;30/106
EX Smeraldo;Hariyama;31/106
EX Smeraldo;Illumise;32/106
EX Smeraldo;Kirlia;33/106
EX Smeraldo;Linoone;34/106
EX Smeraldo;Loudred;35/106
EX Smeraldo;Marshtomp;36/106
EX Smeraldo;Minun;37/106
EX Smeraldo;Ninetales;38/106
EX Smeraldo;Plusle;39/106
EX Smeraldo;Swalot;40/106
EX Smeraldo;Swellow;41/106
EX Smeraldo;Volbeat;42/106
EX Smeraldo;Baltoy;43/106
EX Smeraldo;Cacnea;44/106
EX Smeraldo;Doduo;45/106
EX Smeraldo;Duskull;46/106
EX Smeraldo;Electrike;47/106
EX Smeraldo;Electrike;48/106
EX Smeraldo;Feebas;49/106
EX Smeraldo;Feebas;50/106
EX Smeraldo;Gulpin;51/106
EX Smeraldo;Larvitar;52/106
EX Smeraldo;Luvdisc;53/106
EX Smeraldo;Makuhita;54/106
EX Smeraldo;Meditite;55/106
EX Smeraldo;Mudkip;56/106
EX Smeraldo;Numel;57/106
EX Smeraldo;Numel;58/106
EX Smeraldo;Pichu;59/106
EX Smeraldo;Pikachu;60/106
EX Smeraldo;Ralts;61/106
EX Smeraldo;Rhyhorn;62/106
EX Smeraldo;Shroomish;63/106
EX Smeraldo;Snorunt;64/106
EX Smeraldo;Spoink;65/106
EX Smeraldo;Spoink;66/106
EX Smeraldo;Swablu;67/106
EX Smeraldo;Taillow;68/106
EX Smeraldo;Torchic;69/106
EX Smeraldo;Treecko;70/106
EX Smeraldo;Voltorb;71/106
EX Smeraldo;Vulpix;72/106
EX Smeraldo;Whismur;73/106
EX Smeraldo;Zigzagoon;74/106
EX Smeraldo;Battle Frontier;75/106
EX Smeraldo;Doppio Recupero Totale;76/106
EX Smeraldo;Ricerca in Rete di Lanette;77/106
EX Smeraldo;Baccaprugna;78/106
EX Smeraldo;Progetto del Sig. Petri;79/106
EX Smeraldo;Baccarancia;80/106
EX Smeraldo;Pok Nav;81/106
EX Smeraldo;Prof. Birch;82/106
EX Smeraldo;Caramella Rara;83/106
EX Smeraldo;Scott;84/106
EX Smeraldo;Addestramento di Lino;85/106
EX Smeraldo;Energia Oscurit;86/106
EX Smeraldo;Duplice Energia Arcobaleno;87/106
EX Smeraldo;Energia Metallo;88/106
EX Smeraldo;Multienergia;89/106
EX Smeraldo;Altaria ex;90/106
EX Smeraldo;Cacturne ex;91/106
EX Smeraldo;Camerupt ex;92/106
EX Smeraldo;Deoxys ex [Velocit ];93/106
EX Smeraldo;Dusclops ex;94/106
EX Smeraldo;Medicham ex;95/106
EX Smeraldo;Milotic ex;96/106
EX Smeraldo;Raichu ex;97/106
EX Smeraldo;Regice ex;98/106
EX Smeraldo;Regirock ex;99/106
EX Smeraldo;Registeel ex;100/106
EX Smeraldo;Energia Erba;101/106
EX Smeraldo;Energia Fuoco;102/106
EX Smeraldo;Energia Acqua;103/106
EX Smeraldo;Energia Lampo;104/106
EX Smeraldo;Energia Psiche;105/106
EX Smeraldo;Energia Combattimento;106/106
EX Smeraldo;Farfetch'd;107/106
EX Specie Delta;Beedrill ?;1/113
EX Specie Delta;Crobat ?;2/113
EX Specie Delta;Dragonite ?;3/113
EX Specie Delta;Espeon ?;4/113
EX Specie Delta;Flareon ?;5/113
EX Specie Delta;Gardevoir ?;6/113
EX Specie Delta;Jolteon ?;7/113
EX Specie Delta;Latias ?;8/113
EX Specie Delta;Latios ?;9/113
EX Specie Delta;Marowak ?;10/113
EX Specie Delta;Metagross ?;11/113
EX Specie Delta;Mewtwo ?;12/113
EX Specie Delta;Rayquaza ?;13/113
EX Specie Delta;Salamence ?;14/113
EX Specie Delta;Starmie ?;15/113
EX Specie Delta;Tyranitar ?;16/113
EX Specie Delta;Umbreon ?;17/113
EX Specie Delta;Vaporeon ?;18/113
EX Specie Delta;Azumarill ?;19/113
EX Specie Delta;Azurill;20/113
EX Specie Delta;Holon Electrode;21/113
EX Specie Delta;Holon Magneton;22/113
EX Specie Delta;Hypno;23/113
EX Specie Delta;Mightyena ?;24/113
EX Specie Delta;Porygon2;25/113
EX Specie Delta;Castform Pioggia;26/113
EX Specie Delta;Sandslash ?;27/113
EX Specie Delta;Slowking;28/113
EX Specie Delta;Castform Neve;29/113
EX Specie Delta;Starmie ?;30/113
EX Specie Delta;Castform Sole;31/113
EX Specie Delta;Swellow;32/113
EX Specie Delta;Weezing;33/113
EX Specie Delta;Castform;34/113
EX Specie Delta;Ditto;35/113
EX Specie Delta;Ditto [Bulbasaur];36/113
EX Specie Delta;Ditto [Charmander];37/113
EX Specie Delta;Ditto [Mr. Mime];38/113
EX Specie Delta;Ditto [Pikachu];39/113
EX Specie Delta;Ditto [Squirtle];40/113
EX Specie Delta;Dragonair ?;41/113
EX Specie Delta;Dragonair ?;42/113
EX Specie Delta;Golbat;43/113
EX Specie Delta;Hariyama;44/113
EX Specie Delta;Illumise;45/113
EX Specie Delta;Kakuna;46/113
EX Specie Delta;Kirlia;47/113
EX Specie Delta;Magneton;48/113
EX Specie Delta;Metang ?;49/113
EX Specie Delta;Persian;50/113
EX Specie Delta;Pupitar ?;51/113
EX Specie Delta;Rapidash;52/113
EX Specie Delta;Shelgon ?;53/113
EX Specie Delta;Shelgon ?;54/113
EX Specie Delta;Skarmory;55/113
EX Specie Delta;Volbeat;56/113
EX Specie Delta;Bagon ?;57/113
EX Specie Delta;Bagon ?;58/113
EX Specie Delta;Beldum ?;59/113
EX Specie Delta;Cubone;60/113
EX Specie Delta;Ditto [Charmander];61/113
EX Specie Delta;Ditto [Geodude];62/113
EX Specie Delta;Ditto [Pikachu];63/113
EX Specie Delta;Ditto [Squirtle];64/113
EX Specie Delta;Dratini ?;65/113
EX Specie Delta;Dratini ?;66/113
EX Specie Delta;Drowzee;67/113
EX Specie Delta;Eevee ?;68/113
EX Specie Delta;Eevee;69/113
EX Specie Delta;Holon Magnemite;70/113
EX Specie Delta;Holon Voltorb;71/113
EX Specie Delta;Koffing;72/113
EX Specie Delta;Larvitar ?;73/113
EX Specie Delta;Magnemite;74/113
EX Specie Delta;Makuhita;75/113
EX Specie Delta;Marill;76/113
EX Specie Delta;Meowth;77/113
EX Specie Delta;Ponyta;78/113
EX Specie Delta;Poochyena;79/113
EX Specie Delta;Porygon;80/113
EX Specie Delta;Ralts;81/113
EX Specie Delta;Sandshrew;82/113
EX Specie Delta;Slowpoke;83/113
EX Specie Delta;Staryu;84/113
EX Specie Delta;Staryu;85/113
EX Specie Delta;Taillow;86/113
EX Specie Delta;Weedle;87/113
EX Specie Delta;Zubat;88/113
EX Specie Delta;Palla Doppia;89/113
EX Specie Delta;Grande Palla;90/113
EX Specie Delta;Allevatore di Holon;91/113
EX Specie Delta;Pupa di Holon;92/113
EX Specie Delta;Mentore di Holon;93/113
EX Specie Delta;Torre di Ricerca di Holon;94/113
EX Specie Delta;Ricercatore di Holon;95/113
EX Specie Delta;Rovine di Holon;96/113
EX Specie Delta;Scienziato di Holon;97/113
EX Specie Delta;Ricetrasmettitore di Holon;98/113
EX Specie Delta;Master Ball;99/113
EX Specie Delta;Super Recupero;100/113
EX Specie Delta;Pozione Magica;101/113
EX Specie Delta;Scambio;102/113
EX Specie Delta;Energia Oscurit;103/113
EX Specie Delta;Energia Holon FL;104/113
EX Specie Delta;Energia Holon EL;105/113
EX Specie Delta;Energia Holon AP;106/113
EX Specie Delta;Energia Metallo;107/113
EX Specie Delta;Flareon ex;108/113
EX Specie Delta;Jolteon ex;109/113
EX Specie Delta;Vaporeon ex;110/113
EX Specie Delta;Groudon;111/113
EX Specie Delta;Kyogre;112/113
EX Specie Delta;Metagross;113/113
EX Specie Delta;Azumarill;114/113
EX Team Magma vs Team Idro;Team Idro Cacturne;1/95
EX Team Magma vs Team Idro;Team Idro Crawdaunt;2/95
EX Team Magma vs Team Idro;Team Idro Kyogre;3/95
EX Team Magma vs Team Idro;Team Idro Manectric;4/95
EX Team Magma vs Team Idro;Team Idro Sharpedo;5/95
EX Team Magma vs Team Idro;Team Idro Walrein;6/95
EX Team Magma vs Team Idro;Team Magma Aggron;7/95
EX Team Magma vs Team Idro;Team Magma Claydol;8/95
EX Team Magma vs Team Idro;Team Magma Groudon;9/95
EX Team Magma vs Team Idro;Team Magma Houndoom;10/95
EX Team Magma vs Team Idro;Team Magma Rhydon;11/95
EX Team Magma vs Team Idro;Team Magma Torkoal;12/95
EX Team Magma vs Team Idro;Raichu;13/95
EX Team Magma vs Team Idro;Team Idro Crawdaunt;14/95
EX Team Magma vs Team Idro;Team Idro Mightyena;15/95
EX Team Magma vs Team Idro;Team Idro Sealeo;16/95
EX Team Magma vs Team Idro;Team Idro Seviper;17/95
EX Team Magma vs Team Idro;Team Idro Sharpedo;18/95
EX Team Magma vs Team Idro;Team Magma Camerupt;19/95
EX Team Magma vs Team Idro;Team Magma Lairon;20/95
EX Team Magma vs Team Idro;Team Magma Mightyena;21/95
EX Team Magma vs Team Idro;Team Magma Rhydon;22/95
EX Team Magma vs Team Idro;Team Magma Zangoose;23/95
EX Team Magma vs Team Idro;Team Idro Cacnea;24/95
EX Team Magma vs Team Idro;Team Idro Carvanha;25/95
EX Team Magma vs Team Idro;Team Idro Corphish;26/95
EX Team Magma vs Team Idro;Team Idro Electrike;27/95
EX Team Magma vs Team Idro;Team Idro Lanturn;28/95
EX Team Magma vs Team Idro;Team Idro Manectric;29/95
EX Team Magma vs Team Idro;Team Idro Mightyena;30/95
EX Team Magma vs Team Idro;Team Idro Sealeo;31/95
